sourcePath,sourceLine,sourceClass,sourceClassFull,sourceMethod,sourceMethodFull,sourceStructure,targetPath,targetLine,targetClass,targetClassFull,targetMethod,targetMethodFull,targetStructure
"mro/super_call/callgraph.json",2,,,,,,"mro/super_call/callgraph.json",2,,,,,
"mro/super_call/callgraph.json",2,,,,,,"mro/super_call/callgraph.json",2,,,,,
"mro/super_call/callgraph.json",5,,,,,,"mro/super_call/callgraph.json",5,,,,,
"mro/super_call/callgraph.json",5,,,,,,"mro/super_call/callgraph.json",5,,,,,
"mro/super_call/callgraph.json",9,,,,,,"mro/super_call/callgraph.json",9,,,,,
"mro/super_call/callgraph.json",9,,,,,,"mro/super_call/callgraph.json",9,,,,,
"mro/super_call/callgraph.json",13,,,,,,"mro/super_call/callgraph.json",13,,,,,
"mro/super_call/callgraph.json",13,,,,,,"mro/super_call/callgraph.json",13,,,,,
"mro/super_call/callgraph.json",14,,,,,,"mro/super_call/callgraph.json",14,,,,,
"mro/super_call/callgraph.json",14,,,,,,"mro/super_call/callgraph.json",14,,,,,
mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,,mro/two_parents/main.py,1,A,mro.two_parents.main.A,,,
mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,,mro/two_parents/main.py,1,A,mro.two_parents.main.A,,,
mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,,mro/two_parents/main.py,1,A,mro.two_parents.main.A,,,
mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,,mro/two_parents/main.py,5,B,mro.two_parents.main.B,,,
mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,,mro/two_parents/main.py,5,B,mro.two_parents.main.B,,,
mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,,mro/two_parents/main.py,5,B,mro.two_parents.main.B,,,
mro/two_parents/main.py,15,,,,,,mro/two_parents/main.py,15,,,,,
mro/two_parents/main.py,15,,,,,,mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,
mro/two_parents/main.py,15,,,,,,mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,
mro/two_parents/main.py,15,,,,,,mro/two_parents/main.py,12,C,mro.two_parents.main.C,,,
mro/two_parents/main.py,16,,,,,,mro/two_parents/main.py,2,A,mro.two_parents.main.A,func,"mro.two_parents.main.A.func",A.func
mro/two_parents/main.py,16,,,,,,mro/two_parents/main.py,2,A,mro.two_parents.main.A,func,"mro.two_parents.main.A.func",A.func
mro/two_parents/main.py,16,,,,,,mro/two_parents/main.py,15,,,,,
mro/two_parents/main.py,16,,,,,,mro/two_parents/main.py,15,,,,,
mro/two_parents/main.py,16,,,,,,mro/two_parents/main.py,15,,,,,
mro/two_parents/main.py,16,,,,,,mro/two_parents/main.py,2,A,mro.two_parents.main.A,func,"mro.two_parents.main.A.func",A.func
mro/two_parents/main.py,16,,,,,,mro/two_parents/main.py,2,A,mro.two_parents.main.A,func,"mro.two_parents.main.A.func",A.func
"mro/two_parents/callgraph.json",2,,,,,,"mro/two_parents/callgraph.json",2,,,,,
"mro/two_parents/callgraph.json",2,,,,,,"mro/two_parents/callgraph.json",2,,,,,
"mro/two_parents/callgraph.json",6,,,,,,"mro/two_parents/callgraph.json",6,,,,,
"mro/two_parents/callgraph.json",6,,,,,,"mro/two_parents/callgraph.json",6,,,,,
"mro/two_parents/callgraph.json",7,,,,,,"mro/two_parents/callgraph.json",7,,,,,
"mro/two_parents/callgraph.json",7,,,,,,"mro/two_parents/callgraph.json",7,,,,,
"mro/two_parents/callgraph.json",8,,,,,,"mro/two_parents/callgraph.json",8,,,,,
"mro/two_parents/callgraph.json",8,,,,,,"mro/two_parents/callgraph.json",8,,,,,
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",5,B,"mro.self_assignment.main.B",func,"mro.self_assignment.main.B.func",B.func
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",5,B,"mro.self_assignment.main.B",func,"mro.self_assignment.main.B.func",B.func
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",5,B,"mro.self_assignment.main.B",func,"mro.self_assignment.main.B.func",B.func
"mro/self_assignment/main.py",3,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb,"mro/self_assignment/main.py",5,B,"mro.self_assignment.main.B",func,"mro.self_assignment.main.B.func",B.func
"mro/self_assignment/main.py",8,A,"mro.self_assignment.main.A",,,,"mro/self_assignment/main.py",1,B,"mro.self_assignment.main.B",,,
"mro/self_assignment/main.py",8,A,"mro.self_assignment.main.A",,,,"mro/self_assignment/main.py",1,B,"mro.self_assignment.main.B",,,
"mro/self_assignment/main.py",8,A,"mro.self_assignment.main.A",,,,"mro/self_assignment/main.py",1,B,"mro.self_assignment.main.B",,,
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",12,A,"mro.self_assignment.main.A",func,"mro.self_assignment.main.A.func",A.func
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",12,A,"mro.self_assignment.main.A",func,"mro.self_assignment.main.A.func",A.func
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",12,A,"mro.self_assignment.main.A",func,"mro.self_assignment.main.A.func",A.func
"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca,"mro/self_assignment/main.py",12,A,"mro.self_assignment.main.A",func,"mro.self_assignment.main.A.func",A.func
"mro/self_assignment/main.py",15,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",15,,,,,,"mro/self_assignment/main.py",8,A,"mro.self_assignment.main.A",,,
"mro/self_assignment/main.py",15,,,,,,"mro/self_assignment/main.py",8,A,"mro.self_assignment.main.A",,,
"mro/self_assignment/main.py",15,,,,,,"mro/self_assignment/main.py",8,A,"mro.self_assignment.main.A",,,
"mro/self_assignment/main.py",16,,,,,,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",16,,,,,,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",16,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",16,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",16,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",16,,,,,,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",16,,,,,,"mro/self_assignment/main.py",2,B,"mro.self_assignment.main.B",funcb,"mro.self_assignment.main.B.funcb",B.funcb
"mro/self_assignment/main.py",17,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",17,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",17,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",17,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",17,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",17,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",17,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",19,,,,,,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",19,,,,,,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",19,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",19,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",19,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",19,,,,,,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",19,,,,,,"mro/self_assignment/main.py",9,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",20,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",20,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",20,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",20,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",20,,,,,,"mro/self_assignment/main.py",15,,,,,
"mro/self_assignment/main.py",20,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/main.py",20,,,,,,"mro/self_assignment/main.py",10,A,"mro.self_assignment.main.A",funca,"mro.self_assignment.main.A.funca",A.funca
"mro/self_assignment/callgraph.json",2,,,,,,"mro/self_assignment/callgraph.json",2,,,,,
"mro/self_assignment/callgraph.json",2,,,,,,"mro/self_assignment/callgraph.json",2,,,,,
"mro/self_assignment/callgraph.json",8,,,,,,"mro/self_assignment/callgraph.json",8,,,,,
"mro/self_assignment/callgraph.json",8,,,,,,"mro/self_assignment/callgraph.json",8,,,,,
"mro/self_assignment/callgraph.json",9,,,,,,"mro/self_assignment/callgraph.json",9,,,,,
"mro/self_assignment/callgraph.json",9,,,,,,"mro/self_assignment/callgraph.json",9,,,,,
"mro/self_assignment/callgraph.json",10,,,,,,"mro/self_assignment/callgraph.json",10,,,,,
"mro/self_assignment/callgraph.json",10,,,,,,"mro/self_assignment/callgraph.json",10,,,,,
"mro/self_assignment/callgraph.json",11,,,,,,"mro/self_assignment/callgraph.json",11,,,,,
"mro/self_assignment/callgraph.json",11,,,,,,"mro/self_assignment/callgraph.json",11,,,,,
"mro/parents_same_superclass/main.py",8,B,"mro.parents_same_superclass.main.B",,,,"mro/parents_same_superclass/main.py",1,A,"mro.parents_same_superclass.main.A",,,
"mro/parents_same_superclass/main.py",8,B,"mro.parents_same_superclass.main.B",,,,"mro/parents_same_superclass/main.py",1,A,"mro.parents_same_superclass.main.A",,,
"mro/parents_same_superclass/main.py",8,B,"mro.parents_same_superclass.main.B",,,,"mro/parents_same_superclass/main.py",1,A,"mro.parents_same_superclass.main.A",,,
"mro/parents_same_superclass/main.py",11,C,"mro.parents_same_superclass.main.C",,,,"mro/parents_same_superclass/main.py",1,A,"mro.parents_same_superclass.main.A",,,
"mro/parents_same_superclass/main.py",11,C,"mro.parents_same_superclass.main.C",,,,"mro/parents_same_superclass/main.py",1,A,"mro.parents_same_superclass.main.A",,,
"mro/parents_same_superclass/main.py",11,C,"mro.parents_same_superclass.main.C",,,,"mro/parents_same_superclass/main.py",1,A,"mro.parents_same_superclass.main.A",,,
"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,,"mro/parents_same_superclass/main.py",8,B,"mro.parents_same_superclass.main.B",,,
"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,,"mro/parents_same_superclass/main.py",8,B,"mro.parents_same_superclass.main.B",,,
"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,,"mro/parents_same_superclass/main.py",8,B,"mro.parents_same_superclass.main.B",,,
"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,,"mro/parents_same_superclass/main.py",11,C,"mro.parents_same_superclass.main.C",,,
"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,,"mro/parents_same_superclass/main.py",11,C,"mro.parents_same_superclass.main.C",,,
"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,,"mro/parents_same_superclass/main.py",11,C,"mro.parents_same_superclass.main.C",,,
"mro/parents_same_superclass/main.py",18,,,,,,"mro/parents_same_superclass/main.py",18,,,,,
"mro/parents_same_superclass/main.py",18,,,,,,"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,
"mro/parents_same_superclass/main.py",18,,,,,,"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,
"mro/parents_same_superclass/main.py",18,,,,,,"mro/parents_same_superclass/main.py",15,D,"mro.parents_same_superclass.main.D",,,
"mro/parents_same_superclass/main.py",19,,,,,,"mro/parents_same_superclass/main.py",12,C,"mro.parents_same_superclass.main.C",func,"mro.parents_same_superclass.main.C.func",C.func
"mro/parents_same_superclass/main.py",19,,,,,,"mro/parents_same_superclass/main.py",12,C,"mro.parents_same_superclass.main.C",func,"mro.parents_same_superclass.main.C.func",C.func
"mro/parents_same_superclass/main.py",19,,,,,,"mro/parents_same_superclass/main.py",18,,,,,
"mro/parents_same_superclass/main.py",19,,,,,,"mro/parents_same_superclass/main.py",18,,,,,
"mro/parents_same_superclass/main.py",19,,,,,,"mro/parents_same_superclass/main.py",18,,,,,
"mro/parents_same_superclass/main.py",19,,,,,,"mro/parents_same_superclass/main.py",12,C,"mro.parents_same_superclass.main.C",func,"mro.parents_same_superclass.main.C.func",C.func
"mro/parents_same_superclass/main.py",19,,,,,,"mro/parents_same_superclass/main.py",12,C,"mro.parents_same_superclass.main.C",func,"mro.parents_same_superclass.main.C.func",C.func
"mro/parents_same_superclass/README.md",12,,,,,,"mro/parents_same_superclass/README.md",1,,,,,
"mro/parents_same_superclass/callgraph.json",2,,,,,,"mro/parents_same_superclass/callgraph.json",2,,,,,
"mro/parents_same_superclass/callgraph.json",2,,,,,,"mro/parents_same_superclass/callgraph.json",2,,,,,
"mro/parents_same_superclass/callgraph.json",6,,,,,,"mro/parents_same_superclass/callgraph.json",6,,,,,
"mro/parents_same_superclass/callgraph.json",6,,,,,,"mro/parents_same_superclass/callgraph.json",6,,,,,
"mro/parents_same_superclass/callgraph.json",7,,,,,,"mro/parents_same_superclass/callgraph.json",7,,,,,
"mro/parents_same_superclass/callgraph.json",7,,,,,,"mro/parents_same_superclass/callgraph.json",7,,,,,
"mro/parents_same_superclass/callgraph.json",8,,,,,,"mro/parents_same_superclass/callgraph.json",8,,,,,
"mro/parents_same_superclass/callgraph.json",8,,,,,,"mro/parents_same_superclass/callgraph.json",8,,,,,
"mro/two_parents_method_defined/main.py",9,C,"mro.two_parents_method_defined.main.C",,,,"mro/two_parents_method_defined/main.py",1,A,"mro.two_parents_method_defined.main.A",,,
"mro/two_parents_method_defined/main.py",9,C,"mro.two_parents_method_defined.main.C",,,,"mro/two_parents_method_defined/main.py",1,A,"mro.two_parents_method_defined.main.A",,,
"mro/two_parents_method_defined/main.py",9,C,"mro.two_parents_method_defined.main.C",,,,"mro/two_parents_method_defined/main.py",1,A,"mro.two_parents_method_defined.main.A",,,
"mro/two_parents_method_defined/main.py",9,C,"mro.two_parents_method_defined.main.C",,,,"mro/two_parents_method_defined/main.py",5,B,"mro.two_parents_method_defined.main.B",,,
"mro/two_parents_method_defined/main.py",9,C,"mro.two_parents_method_defined.main.C",,,,"mro/two_parents_method_defined/main.py",5,B,"mro.two_parents_method_defined.main.B",,,
"mro/two_parents_method_defined/main.py",9,C,"mro.two_parents_method_defined.main.C",,,,"mro/two_parents_method_defined/main.py",5,B,"mro.two_parents_method_defined.main.B",,,
"mro/two_parents_method_defined/main.py",16,,,,,,"mro/two_parents_method_defined/main.py",16,,,,,
"mro/two_parents_method_defined/main.py",16,,,,,,"mro/two_parents_method_defined/main.py",9,C,"mro.two_parents_method_defined.main.C",,,
"mro/two_parents_method_defined/main.py",16,,,,,,"mro/two_parents_method_defined/main.py",10,C,"mro.two_parents_method_defined.main.C",__init__,"mro.two_parents_method_defined.main.C.__init__",C.__init__
"mro/two_parents_method_defined/main.py",16,,,,,,"mro/two_parents_method_defined/main.py",10,C,"mro.two_parents_method_defined.main.C",__init__,"mro.two_parents_method_defined.main.C.__init__",C.__init__
"mro/two_parents_method_defined/main.py",17,,,,,,"mro/two_parents_method_defined/main.py",13,C,"mro.two_parents_method_defined.main.C",func,"mro.two_parents_method_defined.main.C.func",C.func
"mro/two_parents_method_defined/main.py",17,,,,,,"mro/two_parents_method_defined/main.py",13,C,"mro.two_parents_method_defined.main.C",func,"mro.two_parents_method_defined.main.C.func",C.func
"mro/two_parents_method_defined/main.py",17,,,,,,"mro/two_parents_method_defined/main.py",16,,,,,
"mro/two_parents_method_defined/main.py",17,,,,,,"mro/two_parents_method_defined/main.py",16,,,,,
"mro/two_parents_method_defined/main.py",17,,,,,,"mro/two_parents_method_defined/main.py",16,,,,,
